x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.82634826488,43133.24935924902,0.0,0.0,0.0,-0.8641775047575619,0.5031870827743832,1.5
89668.2388975564,43130.45242228646,0.0,0.0,0.0,-0.8567052353123144,0.5158063006482879,1.5
89666.87822552054,43127.882263996544,0.0,0.0,0.0,-0.8760856354219352,0.48215553445682235,1.5
89665.44196059382,43125.61447727014,0.0,0.0,0.0,-0.8683274209497469,0.4959914213237574,1.5
89663.70332410357,43122.66635452582,0.0,0.0,0.0,-0.9657707506138885,0.2593971034122904,4.0
89660.83079425011,43120.00331092646,0.0,0.0,0.0,-0.958760558299818,0.28421504507787987,5.0
89657.80707861489,43118.037895763584,0.0,0.0,0.0,-0.9705122143351904,0.2410519483974468,6.0
89653.95184118,43115.99688770982,0.0,0.0,0.0,0.9953877060263016,0.0959339079350832,7.0
89650.61527763396,43116.14606331011,0.0,0.0,0.0,0.9868796805156107,0.16145741291562324,8.0
89647.04114078643,43117.34771276746,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89644.45593458207,43118.35356517503,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89642.08375731178,43119.77653225382,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89638.08207722215,43122.21279718054,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.333333333333334
89636.21666205926,43123.42228343462,0.0,0.0,0.0,0.9656057545943877,0.2600106280408611,8.333333333333334
89633.87328244197,43124.78295547046,0.0,0.0,0.0,0.9225056094289749,0.38598367915246845,8.333333333333334
89632.19193766383,43126.48851578403,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89630.04143781093,43129.74162241264,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89627.8148229,43133.1098699,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89626.0962446,43135.5491846,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89624.3893618,43137.9966586,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89622.6819638,43140.4439264,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89620.9806511,43142.8958758,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89619.2813115,43145.3490954,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89617.600974,43147.8148295,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89615.9459781,43150.2959718,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89614.3648117,43152.8237383,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.0157321,43155.4866665,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89611.6932589,43159.3481709,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89611.7291468,43162.8404789,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.2741219,43165.1124982,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,34.0
89615.538489,43166.2320151,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,35.0
89618.9507637,43161.8975904,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,36.0
89620.4102618,43163.0815156,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,37.0
89622.5,43161.6861922,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,38.0
89623.5,43160.2764019,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,38.0
89624.5,43158.8666116,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,38.0
89625.8840814,43156.2104518,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,38.0
89628.3384085,43152.9980710,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,39.0
89629.8816511,43150.1709457,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,40.0
89631.1528769,43146.6169682,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,41.0
89631.8826044,43145.1035412,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,42.0
89632.8338945,43143.6449589,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,43.0
89633.4522925146,43142.3315358,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,44.0
89634.00967857075,43141.4778571,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,45.0
89634.55844299185,43140.7085921,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,46.0
89635.62346221996,43139.1233437,0.0,0.0,0.0,-0.3526139839977672,0.9357688701219027,47.0
89637.0,43137.9575547,0.0,0.0,0.0,-0.3526139839977672,0.9357688701219027,48.0
89638.4128636586,43137.1608194,0.0,0.0,0.0,-0.23236978424659124,0.9726275152231674,49.0
89640.9,43136.4384286,0.0,0.0,0.0,-0.23236978424659124,0.9726275152231674,50.0
89641.70226509725,43136.45693416836,0.0,0.0,0.0,-0.05440574292758456,0.9985189107555739,51.0
89642.82516461308,43137.02490684848,0.0,0.0,0.0,0.16067803779135187,0.9870068734165537,52.0
89642.5,43137.18067579,0.0,0.0,0.0,0.16067803779135187,0.9870068734165537,53.0
89643.00643864822,43138.12098880812,0.0,0.0,0.0,0.34352406870127616,0.9391438730156956,54.0
